iso3166_country,GID_0_gadm,NAME_0_gadm,GID_1_gadm,GID_1_edits,NAME_1_gadm,VARNAME_1_gadm,NL_NAME_1_gadm,TYPE_1_gadm,ENGTYPE_1_gadm,CC_1_gadm,HASC_1_gadm,region_polygoncluster,polygoncluster_name,project_ifnodata,project_ifconstructed,regionname_ISOenglish,regionname_alt,regionname_nativescript,regioncode,system,Notes1,Notes2,Notes3,mean.scl.regional_2012-13,mean.scl.regional_2022-23,mean.scl.national_2012-13,mean.scl.national_2022-23
AR,ARG,Argentina,ARG.21_1,ARG.21_1,Santa Fe,Santa F√©,Santa Fe,Provincia,Province,NA,AR.SF,NA,NA,NA,NA,Santa Fe,NA,Santa Fe,AR-S,iso3166-2,NA,NA,NA,0.5727914359231989,0.6504552291735902,0.522695391830914,0.6378983388395262
AR,ARG,Argentina,ARG.22_1,ARG.22_1,Santiago del Estero,NA,Santiago del Estero,Provincia,Province,NA,AR.SE,NA,NA,NA,NA,Santiago del Estero,NA,Santiago del Estero,AR-G,iso3166-2,NA,NA,NA,0.5081050666138558,0.5811981292438269,0.522695391830914,0.6378983388395262
AR,ARG,Argentina,ARG.23_1,ARG.23_1,Tierra del Fuego,Feuerland|Terra del Fuoco|Terre de Feu|Terra do Fogo|Tierra del Fuego|Ant√°rtida e Islas del Atl√°ntico Sur,Tierra del Fuego,Territorio Nacional|Provincia,National Territory,NA,AR.TF,A,"Chubut, Santa Cruz, and Tierra del Fuego",NA,NA,Tierra del Fuego,NA,Tierra del Fuego,AR-V,iso3166-2,NA,NA,NA,NA,NA,0.522695391830914,0.6378983388395262
AR,ARG,Argentina,ARG.24_1,ARG.24_1,Tucum√°n,Tucum√£o,Tucum√°n,Provincia,Province,NA,AR.TM,NA,NA,NA,NA,Tucumán,NA,Tucumán,AR-T,iso3166-2,NA,NA,NA,0.6010773172965369,0.6781496114408021,0.522695391830914,0.6378983388395262
AT,AUT,Austria,AUT.1_1,AUT.1_1,Burgenland,Burgenl√¢ndia,Burgenland,Bundesl√§nd|L√§nd,State,NA,AT.BU,NA,NA,NA,NA,Burgenland,Burgenland,Burgenland,AT-1,iso3166-2,NA,NA,NA,0.5229181440131031,0.5368472043287912,0.4578414058574591,0.4799708396643486
AT,AUT,Austria,AUT.2_1,AUT.2_1,K√§rnten,Carinthia|Car√≠ntia|Carintia,K√§rnten,Bundesl√§nd|L√§nd,State,NA,AT.KA,NA,NA,NA,NA,Kärnten,Carinthia,Kärnten,AT-2,iso3166-2,NA,NA,NA,0.4701304045004333,0.5807731545682684,0.4578414058574591,0.4799708396643486
AT,AUT,Austria,AUT.3_1,AUT.3_1,Nieder√∂sterreich,Lower Austria|Baixa-√Åustria|Baja Austria|Niederdonau|√ñsterreich unter der Enns,Nieder√∂sterreich,Bundesl√§nd|L√§nd,State,NA,AT.NO,NA,NA,NA,NA,Niederösterreich,Lower Austria,Niederösterreich,AT-3,iso3166-2,NA,NA,NA,0.5067242604752117,0.5473582094650576,0.4578414058574591,0.4799708396643486
AT,AUT,Austria,AUT.4_1,AUT.4_1,Ober√∂sterreich,Upper Austria|Alta-√Åustria|Alta Austria|√ñsterreich ober der Enns|Ober√∂sterreich,Ober√∂sterreich,Bundesl√§nd|L√§nd,State,NA,AT.OO,NA,NA,NA,NA,Oberösterreich,Upper Austria,Oberösterreich,AT-4,iso3166-2,NA,NA,NA,0.4834590389266942,0.5379439311997785,0.4578414058574591,0.4799708396643486
AT,AUT,Austria,AUT.5_1,AUT.5_1,Salzburg,Salzburgo,Salzburg,Bundesl√§nd|L√§nd,State,NA,AT.SZ,NA,NA,NA,NA,Salzburg,Salzburg,Salzburg,AT-5,iso3166-2,NA,NA,NA,0.5214608265224369,0.6530980704162958,0.4578414058574591,0.4799708396643486
AT,AUT,Austria,AUT.6_1,AUT.6_1,Steiermark,Styria|Est¬°ria|Estiria,Steiermark,Bundesl√§nd|L√§nd,State,NA,AT.ST,NA,NA,NA,NA,Steiermark,Styria,Steiermark,AT-6,iso3166-2,NA,NA,NA,0.5367389816596455,0.47075813122663385,0.4578414058574591,0.4799708396643486
AT,AUT,Austria,AUT.7_1,AUT.7_1,Tirol,Tyrol,Tirol,Bundesl√§nd|L√§nd,State,NA,AT.TR,NA,NA,NA,NA,Tirol,Tyrol,Tirol,AT-7,iso3166-2,NA,NA,NA,0.5176311018227279,0.4982632845607923,0.4578414058574591,0.4799708396643486
AT,AUT,Austria,AUT.8_1,AUT.8_1,Vorarlberg,NA,Vorarlberg,Bundesl√§nd|L√§nd,State,NA,AT.VO,NA,NA,NA,NA,Vorarlberg,Vorarlberg,Vorarlberg,AT-8,iso3166-2,NA,NA,NA,0.46954133478321813,0.4500282399947072,0.4578414058574591,0.4799708396643486
AT,AUT,Austria,AUT.9_1,AUT.9_1,Wien,Vienna|Viena,Wien,Bundesl√§nd|L√§nd,State,NA,AT.WI,NA,NA,NA,NA,Wien,Vienna,Wien,AT-9,iso3166-2,NA,NA,NA,0.5389540138017699,0.5246599191013813,0.4578414058574591,0.4799708396643486
AU,AUS,Australia,AUS.2_1,AUS.2_1,Australian Capital Territory,NA,Australian Capital Territory,Territory,Territory,8,AU.AC,NA,NA,NA,NA,Australian Capital Territory,NA,Australian Capital Territory,AU-ACT,iso3166-2,NA,NA,NA,0.45462460504001756,0.6438228645696674,0.26322326020882886,0.4762083201917471
AU,AUS,Australia,AUS.5_1,AUS.5_1,New South Wales,NA,New South Wales,State,State,1,AU.NS,NA,NA,NA,NA,New South Wales,NA,New South Wales,AU-NSW,iso3166-2,NA,NA,NA,0.32664679876618374,0.5268640038976757,0.26322326020882886,0.4762083201917471
AU,AUS,Australia,AUS.6_1,AUS.6_1,Northern Territory,NA,Northern Territory,Territory,Territory,7,AU.NT,NA,NA,NA,NA,Northern Territory,NA,Northern Territory,AU-NT,iso3166-2,NA,NA,NA,0.3471261821945454,0.5081433953505917,0.26322326020882886,0.4762083201917471
AU,AUS,Australia,AUS.7_1,AUS.7_1,Queensland,NA,Queensland,State,State,3,AU.QL,NA,NA,NA,NA,Queensland,NA,Queensland,AU-QLD,iso3166-2,NA,NA,NA,0.32565789998414785,0.4935471082913535,0.26322326020882886,0.4762083201917471
AU,AUS,Australia,AUS.8_1,AUS.8_1,South Australia,NA,South Australia,State,State,4,AU.SA,NA,NA,NA,NA,South Australia,NA,South Australia,AU-SA,iso3166-2,NA,NA,NA,0.3961349718195317,0.5388889078519058,0.26322326020882886,0.4762083201917471
AU,AUS,Australia,AUS.9_1,AUS.9_1,Tasmania,NA,Tasmania,State,State,6,AU.TS,NA,NA,NA,NA,Tasmania,NA,Tasmania,AU-TAS,iso3166-2,NA,NA,NA,0.40422902609967243,0.5543376068487105,0.26322326020882886,0.4762083201917471
AU,AUS,Australia,AUS.10_1,AUS.10_1,Victoria,NA,Victoria,State,State,2,AU.VI,NA,NA,NA,NA,Victoria,NA,Victoria,AU-VIC,iso3166-2,NA,NA,NA,0.3885416035150023,0.542730925225522,0.26322326020882886,0.4762083201917471
AU,AUS,Australia,AUS.11_1,AUS.11_1,Western Australia,NA,Western Australia,State,State,5,AU.WA,NA,NA,NA,NA,Western Australia,NA,Western Australia,AU-WA,iso3166-2,NA,NA,NA,0.3726709978702898,0.5230688669380492,0.26322326020882886,0.4762083201917471
AZ,AZE,Azerbaijan,AZE.1_1,AZE.1_1,Absheron,NA,Absheron,ƒ∞qtisadi Rayonu,Region,NA,NA,NA,NA,NA,NA,Absheron,NA,Abşeron,AZ-ABSHERON,ypccc,NA,NA,NA,0.5810059236852702,0.49296206724053443,0.5358050339300179,0.36364971616411945
AZ,AZE,Azerbaijan,AZE.2_1,AZE.2_1,Aran,NA,Aran,ƒ∞qtisadi Rayonu,Region,NA,NA,NA,NA,NA,NA,Aran,NA,Aran,AZ-ARAN,ypccc,NA,NA,NA,0.5159826111516089,0.3550277596849321,0.5358050339300179,0.36364971616411945
AZ,AZE,Azerbaijan,AZE.3_1,AZE.3_1,Daglig-Shirvan,NA,Daglig-Shirvan,ƒ∞qtisadi Rayonu,Region,NA,NA,NA,NA,NA,NA,Ganja-Qazakh,NA,Gəncə-Qazax,AZ-GANJA,ypccc,NA,NA,NA,0.5881400739659479,0.27855608665034204,0.5358050339300179,0.36364971616411945
AZ,AZE,Azerbaijan,AZE.4_1,AZE.4_1,Ganja-Qazakh,NA,Ganja-Qazakh,ƒ∞qtisadi Rayonu,Region,NA,NA,NA,NA,NA,NA,Guba-Khachmaz,NA,Quba-Xaçmaz,AZ-GUBA,ypccc,NA,NA,NA,0.6569866381018665,0.4615644118450035,0.5358050339300179,0.36364971616411945
AZ,AZE,Azerbaijan,AZE.5_1,AZE.5_1,Kalbajar-Lachin,NA,Kalbajar-Lachin,ƒ∞qtisadi Rayonu,Region,NA,NA,NA,NA,NA,NA,Kalbajar-Lachin,NA,Kəlbəcər-Laçın,AZ-KALBAJAR,ypccc,NA,NA,NA,NA,NA,0.5358050339300179,0.36364971616411945
AZ,AZE,Azerbaijan,AZE.6_1,AZE.6_1,Lankaran,NA,Lankaran,ƒ∞qtisadi Rayonu,Region,NA,NA,NA,NA,NA,NA,Lankaran,NA,Lənkəran,AZ-LANKARAN,ypccc,NA,NA,NA,0.5486973215078691,0.42965399713025443,0.5358050339300179,0.36364971616411945
AZ,AZE,Azerbaijan,AZE.7_1,AZE.7_1,Nakhchivan,NA,Nakhchivan,ƒ∞qtisadi Rayonu,Region,NA,NA,NA,NA,NA,NA,Mountainous Shirvan,NA,Dağlıq Şirvan,AZ-SHIRVAN,ypccc,NA,NA,NA,0.4637139838748552,0.26843703589390816,0.5358050339300179,0.36364971616411945
AZ,AZE,Azerbaijan,AZE.8_1,AZE.8_1,Quba-Khachmaz,NA,Quba-Khachmaz,ƒ∞qtisadi Rayonu,Region,NA,NA,NA,NA,NA,NA,Nakhchivan,NA,Naxçıvan,AZ-NAKCHIVAN,ypccc,NA,NA,NA,NA,NA,0.5358050339300179,0.36364971616411945
AZ,AZE,Azerbaijan,AZE.9_1,AZE.9_1,Shaki-Zaqatala,NA,Shaki-Zaqatala,ƒ∞qtisadi Rayonu,Region,NA,NA,NA,NA,NA,NA,Shaki-Zaqatala,NA,Şəki-Zaqatala,AZ-SHEKI,ypccc,NA,NA,NA,0.6769647332981142,0.5732669121715137,0.5358050339300179,0.36364971616411945
AZ,AZE,Azerbaijan,AZE.10_1,AZE.10_1,Yukhari-Karabakh,NA,Yukhari-Karabakh,ƒ∞qtisadi Rayonu,Region,NA,NA,NA,NA,NA,NA,Yukhari-Karabakh,NA,Yuxarı Qarabağ,AZ-YUKHARI,ypccc,NA,NA,NA,NA,NA,0.5358050339300179,0.36364971616411945
BA,BIH,Bosnia and Herzegovina,BIH.1_1,BIH.1_1,Brƒçko,NA,Brƒçko,Distrikt,District,NA,BA.BR,NA,NA,NA,NA,Brčko distrikt,Brčko District,Brčko Distrikt,BA-BRC,iso3166-2,NA,NA,NA,0.4633632733412205,0.4925472825062596,0.47803604925002363,0.5448355292101403
BA,BIH,Bosnia and Herzegovina,BIH.2_1,BIH.2_1,Federacija Bosna i Hercegovina,Federation of Bosnia and Herzegovina,Federacija Bosna i Hercegovina,Entity,Entity,NA,BA.BF,NA,NA,NA,NA,Federacija Bosne i Hercegovine,Federation of Bosnia and Herzegovina,Federacija Bosne i Hercegovine,BA-BIH,iso3166-2,NA,NA,NA,0.5298758340315746,0.5825319244307056,0.47803604925002363,0.5448355292101403
BA,BIH,Bosnia and Herzegovina,BIH.3_1,BIH.3_1,Repuplika Srpska,Serbian Republic,Repuplika Srpska,Entity,Entity,NA,BA.SR,NA,NA,NA,NA,Republika Srpska,Republika Srpska,Republika Srpska,BA-SRP,iso3166-2,NA,NA,NA,0.5330705302325877,0.5912308554361095,0.47803604925002363,0.5448355292101403
BB,BRB,Barbados,BRB.1_1,BRB.1_1,Christ Church,NA,Christ Church,Parish,Parish,NA,BB.CC,nat,Barbados,NA,NA,Christ Church,NA,Christ Church,BB-01,iso3166-2,NA,NA,NA,NA,NA,NA,NA
BB,BRB,Barbados,BRB.2_1,BRB.2_1,Saint Andrew,NA,Saint Andrew,Parish,Parish,NA,BB.AN,nat,Barbados,NA,NA,Saint Andrew,NA,Saint Andrew,BB-02,iso3166-2,NA,NA,NA,NA,NA,NA,NA
BB,BRB,Barbados,BRB.3_1,BRB.3_1,Saint George,NA,Saint George,Parish,Parish,NA,BB.GE,nat,Barbados,NA,NA,Saint George,NA,Saint George,BB-03,iso3166-2,NA,NA,NA,NA,NA,NA,NA
BB,BRB,Barbados,BRB.4_1,BRB.4_1,Saint James,NA,Saint James,Parish,Parish,NA,BB.JM,nat,Barbados,NA,NA,Saint James,NA,Saint James,BB-04,iso3166-2,NA,NA,NA,NA,NA,NA,NA
BB,BRB,Barbados,BRB.5_1,BRB.5_1,Saint John,NA,Saint John,Parish,Parish,NA,BB.JN,nat,Barbados,NA,NA,Saint John,NA,Saint John,BB-05,iso3166-2,NA,NA,NA,NA,NA,NA,NA
BB,BRB,Barbados,BRB.6_1,BRB.6_1,Saint Joseph,NA,Saint Joseph,Parish,Parish,NA,BB.JS,nat,Barbados,NA,NA,Saint Joseph,NA,Saint Joseph,BB-06,iso3166-2,NA,NA,NA,NA,NA,NA,NA
BB,BRB,Barbados,BRB.7_1,BRB.7_1,Saint Lucy,NA,Saint Lucy,Parish,Parish,NA,BB.LU,nat,Barbados,NA,NA,Saint Lucy,NA,Saint Lucy,BB-07,iso3166-2,NA,NA,NA,NA,NA,NA,NA
BB,BRB,Barbados,BRB.8_1,BRB.8_1,Saint Michael,NA,Saint Michael,Parish,Parish,NA,BB.MI,nat,Barbados,NA,NA,Saint Michael,NA,Saint Michael,BB-08,iso3166-2,NA,NA,NA,NA,NA,NA,NA
BB,BRB,Barbados,BRB.9_1,BRB.9_1,Saint Peter,NA,Saint Peter,Parish,Parish,NA,BB.PE,nat,Barbados,NA,NA,Saint Peter,NA,Saint Peter,BB-09,iso3166-2,NA,NA,NA,NA,NA,NA,NA
BB,BRB,Barbados,BRB.10_1,BRB.10_1,Saint Philip,NA,Saint Philip,Parish,Parish,NA,BB.PH,nat,Barbados,NA,NA,Saint Philip,NA,Saint Philip,BB-10,iso3166-2,NA,NA,NA,NA,NA,NA,NA
BB,BRB,Barbados,BRB.11_1,BRB.11_1,Saint Thomas,NA,Saint Thomas,Parish,Parish,NA,BB.TH,nat,Barbados,NA,NA,Saint Thomas,NA,Saint Thomas,BB-11,iso3166-2,NA,NA,NA,NA,NA,NA,NA
BD,BGD,Bangladesh,BGD.1_1,BGD.1_1,Barisal,Bakerganj,Barisal,Bibhag,Division,10,BD.BA,NA,NA,NA,NA,Barisal,NA,বরিশাল,BD-A,iso3166-2,NA,NA,NA,0.4777301692997473,0.5934733130451896,0.35061436260803314,0.45990788762498264
BD,BGD,Bangladesh,BGD.2_1,BGD.2_1,Chittagong,Chattagram|Parbattya Chattagram|Rangamati,Chittagong,Bibhag,Division,20,BD.CG,NA,NA,NA,NA,Chittagong,NA,চট্টগ্রাম,BD-B,iso3166-2,NA,NA,NA,0.4169557498526266,0.5169337616362681,0.35061436260803314,0.45990788762498264
BD,BGD,Bangladesh,BGD.3_1,BGD.3_1,Dhaka,Daca|Dacca,Dhaka,Bibhag,Division,30,BD.DH,NA,NA,NA,NA,Dhaka,NA,ঢাকা,BD-C,iso3166-2,NA,NA,NA,0.43423747504047705,0.501999428132803,0.35061436260803314,0.45990788762498264
BD,BGD,Bangladesh,BGD.4_1,BGD.4_1,Khulna,NA,Khulna,Bibhag,Division,40,BD.KH,NA,NA,NA,NA,Khulna,NA,খুলনা,BD-D,iso3166-2,NA,NA,NA,0.43251659627798394,0.5462509402364292,0.35061436260803314,0.45990788762498264
BD,BGD,Bangladesh,NA,BD-H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mymensingh,NA,ময়মনসিংহ,BD-H,iso3166-2,NA,NA,NA,0.4372548425499695,0.5578772735473775,0.35061436260803314,0.45990788762498264
BD,BGD,Bangladesh,BGD.5_1,BGD.5_1,Rajshahi,NA,Rajshahi,Bibhag,Division,50,BD.RS,NA,NA,NA,NA,Rajshahi,NA,রাজশাহী,BD-E,iso3166-2,NA,NA,NA,0.38205004644570617,0.46645811023904615,0.35061436260803314,0.45990788762498264
BD,BGD,Bangladesh,BGD.6_1,BGD.6_1,Rangpur,NA,Rangpur,Bibhag,Division,55,BD.RP,NA,NA,NA,NA,Rangpur,NA,রংপুর,BD-F,iso3166-2,NA,NA,NA,0.37896928091693927,0.5553687862120728,0.35061436260803314,0.45990788762498264
BD,BGD,Bangladesh,BGD.7_1,BGD.7_1,Sylhet,NA,Sylhet,Bibhag,Division,60,BD.SY,NA,NA,NA,NA,Sylhet,NA,সিলেট,BD-G,iso3166-2,NA,NA,NA,0.5035755549636549,0.44127595001590847,0.35061436260803314,0.45990788762498264
BE,BEL,Belgium,BEL.2.1_1,BEL.2.1_1,Antwerpen,Amberes|Antu√©rpia|Antwerp|Anvers|Anversa,NA,Provincie,Province,NA,BE.AN,NA,NA,NA,NA,Antwerpen,NA,Antwerpen,BE-VAN,iso3166-2,NA,NA,NA,0.39973967767696755,0.6289557215369211,0.33244489096463736,0.5690251527231849
BE,BEL,Belgium,BEL.3.1_1,BEL.3.1_1,Brabant Wallon,Waals Brabant|Walloon Brabant,NA,Province,Provincie,NA,BE.BW,NA,NA,NA,NA,Brabant wallon,NA,Brabant wallon,BE-WBR,iso3166-2,NA,NA,NA,0.45234024663468175,0.598362472247929,0.33244489096463736,0.5690251527231849
BE,BEL,Belgium,BEL.1.1_1,BEL.1.1_1,Bruxelles,Brussel Hoofstadt|Brusselse Hoofdstedelijke Gewest|Br√ºssel|Bruxelas|R√©gion de Bruxelles-Capitale|Brussels|Bruselas,NA,Hoofdstedelijk Gewest|R√©gion Capitale,Capital Region,NA,BE.BU,NA,NA,NA,NA,Brussels Hoofdstedelijk Gewest,"Bruxelles-Capitale, Région de",Brussels / Bruxelles,BE-BRU,iso3166-2,NA,NA,NA,0.4323759422710821,0.620920270802127,0.33244489096463736,0.5690251527231849
BE,BEL,Belgium,BEL.3.2_1,BEL.3.2_1,Hainaut,Henegouwen|Hennegau,NA,Province,Provincie,NA,BE.HT,NA,NA,NA,NA,Hainaut,NA,Hainaut,BE-WHT,iso3166-2,NA,NA,NA,0.45951520348675834,0.6047711246507603,0.33244489096463736,0.5690251527231849
BE,BEL,Belgium,BEL.3.3_1,BEL.3.3_1,Li√®ge,Luik|Liegi|Lieja|L√ºttich,NA,Province,Provincie,NA,BE.LG,NA,NA,NA,NA,Liège,NA,Liège,BE-WLG,iso3166-2,NA,NA,NA,0.4469624186734431,0.6170780377752083,0.33244489096463736,0.5690251527231849
BE,BEL,Belgium,BEL.2.2_1,BEL.2.2_1,Limburg,Limbourg|Limburgo,NA,Provincie,Province,NA,BE.LI,NA,NA,NA,NA,Limburg,NA,Limburg,BE-VLI,iso3166-2,NA,NA,NA,0.3764076189400131,0.5705601422150745,0.33244489096463736,0.5690251527231849
BE,BEL,Belgium,BEL.3.4_1,BEL.3.4_1,Luxembourg,Lussemburgo|Luxemburg|Luxemburgo,NA,Province,Provincie,NA,BE.LX,NA,NA,NA,NA,Luxembourg,NA,Luxembourg,BE-WLX,iso3166-2,NA,NA,NA,0.43309188396294845,0.6289817785551515,0.33244489096463736,0.5690251527231849
BE,BEL,Belgium,BEL.3.5_1,BEL.3.5_1,Namur,Namen,NA,Province,Provincie,NA,BE.NA,NA,NA,NA,NA,Namur,NA,Namur,BE-WNA,iso3166-2,NA,NA,NA,0.49064998370469143,0.6156616904910529,0.33244489096463736,0.5690251527231849
BE,BEL,Belgium,BEL.2.3_1,BEL.2.3_1,Oost-Vlaanderen,Flandres Oriental|Fiandra Orientale|Flandes Oriental|Flandre orientale|East Flanders|Ost Flandern,NA,Provincie,Province,NA,BE.OV,NA,NA,NA,NA,Oost-Vlaanderen,NA,Oost-Vlaanderen,BE-VOV,iso3166-2,NA,NA,NA,0.3779084015498518,0.5839971792829644,0.33244489096463736,0.5690251527231849
BE,BEL,Belgium,BEL.2.4_1,BEL.2.4_1,Vlaams Brabant,Brabant Flamand|Brabante Flamenco|Brabante Flamengo|Flemish Brabant,NA,Provincie,Province,NA,BE.VB,NA,NA,NA,NA,Vlaams-Brabant,NA,Vlaams-Brabant,BE-VBR,iso3166-2,NA,NA,NA,0.3868845700236631,0.6122121089771183,0.33244489096463736,0.5690251527231849
BE,BEL,Belgium,BEL.2.5_1,BEL.2.5_1,West-Vlaanderen,Fiandra Occidentale|Flandes Occidental|Flandre occidentale|Flandres Ocidental|West Flandern|West Flanders,NA,Provincie,Province,NA,BE.WV,NA,NA,NA,NA,West-Vlaanderen,NA,West-Vlaanderen,BE-VWV,iso3166-2,NA,NA,NA,0.36161172989317103,0.5431804055225224,0.33244489096463736,0.5690251527231849
BF,BFA,Burkina Faso,BFA.1_1,BFA.1_1,Boucle du Mouhoun,NA,Boucle du Mouhoun,R√©gion,Region,NA,BF.BO,NA,NA,NA,NA,Boucle du Mouhoun,NA,Boucle du Mouhoun,BF-01,iso3166-2,NA,NA,NA,0.7178773621632841,0.5075726581245757,0.6376074188656099,0.5104460629595514
BF,BFA,Burkina Faso,BFA.2_1,BFA.2_1,Cascades,NA,Cascades,R√©gion,Region,NA,BF.CD,NA,NA,NA,NA,Cascades,NA,Cascades,BF-02,iso3166-2,NA,NA,NA,0.688971742646265,0.4995121602825019,0.6376074188656099,0.5104460629595514
BF,BFA,Burkina Faso,BFA.7_1,BFA.7_1,Centre,NA,Centre,R√©gion,Region,NA,BF.CT,NA,NA,NA,NA,Centre,NA,Centre,BF-03,iso3166-2,NA,NA,NA,0.6518871718510895,0.5797559336241318,0.6376074188656099,0.5104460629595514
BF,BFA,Burkina Faso,BFA.3_1,BFA.3_1,Centre-Est,NA,Centre-Est,R√©gion,Region,NA,BF.CE,NA,NA,NA,NA,Centre-Est,NA,Centre-Est,BF-04,iso3166-2,NA,NA,NA,0.7086533018737399,0.5275796474216223,0.6376074188656099,0.5104460629595514
BF,BFA,Burkina Faso,BFA.4_1,BFA.4_1,Centre-Nord,NA,Centre-Nord,R√©gion,Region,NA,BF.CN,NA,NA,NA,NA,Centre-Nord,NA,Centre-Nord,BF-05,iso3166-2,NA,NA,NA,0.5918486773150408,0.5681496955061189,0.6376074188656099,0.5104460629595514
BF,BFA,Burkina Faso,BFA.5_1,BFA.5_1,Centre-Ouest,NA,Centre-Ouest,R√©gion,Region,NA,BF.CO,NA,NA,NA,NA,Centre-Ouest,NA,Centre-Ouest,BF-06,iso3166-2,NA,NA,NA,0.6631261694293337,0.4688672119262828,0.6376074188656099,0.5104460629595514
BF,BFA,Burkina Faso,BFA.6_1,BFA.6_1,Centre-Sud,NA,Centre-Sud,R√©gion,Region,NA,BF.CS,NA,NA,NA,NA,Centre-Sud,NA,Centre-Sud,BF-07,iso3166-2,NA,NA,NA,0.6419258316942383,0.5721378961937473,0.6376074188656099,0.5104460629595514
BF,BFA,Burkina Faso,BFA.8_1,BFA.8_1,Est,NA,Est,R√©gion,Region,NA,BF.ES,NA,NA,NA,NA,Est,NA,Est,BF-08,iso3166-2,NA,NA,NA,0.7004081354906829,0.5638399422388646,0.6376074188656099,0.5104460629595514
BF,BFA,Burkina Faso,BFA.9_1,BFA.9_1,Haut-Bassins,NA,Haut-Bassins,R√©gion,Region,NA,BF.HB,NA,NA,NA,NA,Hauts-Bassins,NA,Hauts-Bassins,BF-09,iso3166-2,NA,NA,NA,0.6093345433172352,0.5812908427373834,0.6376074188656099,0.5104460629595514
BF,BFA,Burkina Faso,BFA.10_1,BFA.10_1,Nord,NA,Nord,R√©gion,Region,NA,BF.NO,NA,NA,NA,NA,Nord,NA,Nord,BF-10,iso3166-2,NA,NA,NA,0.6178258342481023,0.6026963582088941,0.6376074188656099,0.5104460629595514
BF,BFA,Burkina Faso,BFA.11_1,BFA.11_1,Plateau-Central,NA,Plateau-Central,R√©gion,Region,NA,BF.PC,NA,NA,NA,NA,Plateau-Central,NA,Plateau-Central,BF-11,iso3166-2,NA,NA,NA,0.5867699420558503,0.6064638710696252,0.6376074188656099,0.5104460629595514
BF,BFA,Burkina Faso,BFA.12_1,BFA.12_1,Sahel,NA,Sahel,R√©gion,Region,NA,BF.SA,NA,NA,NA,NA,Sahel,NA,Sahel,BF-12,iso3166-2,NA,NA,NA,0.66668858833169,0.5596283456416552,0.6376074188656099,0.5104460629595514
BF,BFA,Burkina Faso,BFA.13_1,BFA.13_1,Sud-Ouest,NA,Sud-Ouest,R√©gion,Region,NA,BF.SO,NA,NA,NA,NA,Sud-Ouest,NA,Sud-Ouest,BF-13,iso3166-2,NA,NA,NA,0.6883433343684959,0.5383190603373533,0.6376074188656099,0.5104460629595514
BG,BGR,Bulgaria,NA,BG32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Severen tsentralen,NA,Северен централен район за планиране,BG32,nuts2,NA,NA,NA,0.4810873588395946,0.5196245011843931,0.44785047037312187,0.4841476186579792
BG,BGR,Bulgaria,NA,BG33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Severoiztochen,NA,Североизточен район за планиране,BG33,nuts2,NA,NA,NA,0.5074112974796624,0.5335391850489094,0.44785047037312187,0.4841476186579792
BG,BGR,Bulgaria,NA,BG31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Severozapaden,NA,Северозападен район за планиране,BG31,nuts2,NA,NA,NA,0.4799099737996262,0.5256928992918054,0.44785047037312187,0.4841476186579792
BG,BGR,Bulgaria,NA,BG34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yugoiztochen,NA,Югоизточен район за планиране,BG34,nuts2,NA,NA,NA,0.5018815290018617,0.5818516563390446,0.44785047037312187,0.4841476186579792
BG,BGR,Bulgaria,NA,BG41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yugozapaden,NA,Югозападен район за планиране,BG41,nuts2,NA,NA,NA,0.5034610391390447,0.5322503664146029,0.44785047037312187,0.4841476186579792
BG,BGR,Bulgaria,NA,BG42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yuzhen tsentralen,NA,Южен централен район за планиране,BG42,nuts2,NA,NA,NA,0.5304879504734619,0.5115753192156818,0.44785047037312187,0.4841476186579792
BH,BHR,Bahrain,BHR.2_1,BHR.2_1,Central,al-Muhafazah al-Wustah,Central,Muhafazah,Governorate,NA,BH.CE,NA,NA,NA,NA,Al ‘Āşimah,Capital Governorate,محافظة العاصمة,BH-13,iso3166-2,NA,NA,NA,0.5008759258849208,0.41472578078162514,0.42485269500078304,0.26837899270874876
BH,BHR,Bahrain,BHR.5_1,BHR.5_1,Southern,al-Muhafazah al-Janobiyah,Southern,Muhafazah,Governorate,NA,BH.SO,NA,NA,NA,NA,Al Janūbīyah,Southern Governorate,المحافظة الجنوبية,BH-14,iso3166-2,NA,NA,NA,0.4527668936192609,0.31925613962974597,0.42485269500078304,0.26837899270874876
BH,BHR,Bahrain,BHR.3_1,BHR.3_1,Muharraq,Muhafazat al-Muharaq,Muharraq,Muhafazah,Governorate,NA,BH.MU,NA,NA,NA,NA,Al Muḩarraq,Muharraq Governorate,محافظة المحرق,BH-15,iso3166-2,NA,NA,NA,NA,NA,0.42485269500078304,0.26837899270874876
BH,BHR,Bahrain,BHR.4_1,BHR.4_1,Northern,al-Muhafazah ash-Shamaliyah,Northern,Muhafazah,Governorate,NA,BH.NO,NA,NA,NA,NA,Ash Shamālīyah,Northern Governorate,المحافظة الشمالية,BH-17,iso3166-2,NA,NA,NA,NA,NA,0.42485269500078304,0.26837899270874876
