iso3166_country,GID_0_gadm,NAME_0_gadm,GID_1_gadm,GID_1_edits,NAME_1_gadm,VARNAME_1_gadm,NL_NAME_1_gadm,TYPE_1_gadm,ENGTYPE_1_gadm,CC_1_gadm,HASC_1_gadm,region_polygoncluster,polygoncluster_name,project_ifnodata,project_ifconstructed,regionname_ISOenglish,regionname_alt,regionname_nativescript,regioncode,system,Notes1,Notes2,Notes3,mean.scl.regional_2012-13,mean.scl.regional_2022-23,mean.scl.national_2012-13,mean.scl.national_2022-23
MA,MAR,Morocco,NA,MA-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laâyoune-Sakia El Hamra (EH-partial),NA,العيون - الساقية الحمراء‎,MA-11,iso3166-2,NA,NA,NA,0.44986215512534317,0.49527433479791494,0.4323528780329193,0.5397845894375016
MA,MAR,Morocco,NA,MA-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marrakech-Safi,NA,مراكش آسفي‎,MA-07,iso3166-2,NA,NA,NA,0.5721330127007501,0.5498418545685124,0.4323528780329193,0.5397845894375016
MA,MAR,Morocco,NA,MA-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rabat-Salé-Kénitra,NA, الرباط-سلا-القنيطرة,MA-04,iso3166-2,NA,NA,NA,0.4752662242431075,0.5620780869963101,0.4323528780329193,0.5397845894375016
MA,MAR,Morocco,NA,MA-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Souss-Massa,NA, سوس ماسة‎,MA-09,iso3166-2,NA,NA,NA,0.5420419289119222,0.6383465249599781,0.4323528780329193,0.5397845894375016
MA,MAR,Morocco,NA,MA-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tanger-Tétouan-Al Hoceïma,NA,طنجة - تطوان - الحسيمة‎,MA-01,iso3166-2,NA,NA,NA,0.4788292680821589,0.563745066984324,0.4323528780329193,0.5397845894375016
MD,MDA,Moldova,NA,MD111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Regiunea Nord,NA,Regiunea Nord,MD-NORTH,ypccc,2/3/22,MD111,NA,0.6062270615681934,0.5860660969023017,0.539845748484082,0.4882837865392827
MD,MDA,Moldova,NA,MD112,NA,NA,NA,NA,NA,NA,NA,CENTRAL,Regiunea Centru,NA,NA,Regiunea Centru,NA,Regiunea Centru,MD112,ypccc,2/3/22,MD112,NA,NA,NA,0.539845748484082,0.4882837865392827
MD,MDA,Moldova,NA,MD113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Regiunea Sud,NA,Regiunea Sud,MD-SOUTH,ypccc,2/3/22,MD113,NA,0.5934993665040513,0.5981156389152412,0.539845748484082,0.4882837865392827
MD,MDA,Moldova,NA,MD120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Transnitria,NA,Partea de Est (partea stîngă a Nistrului),MD-TRANSNISTRIA,ypccc,2/3/22,MD120,NA,NA,NA,0.539845748484082,0.4882837865392827
MD,MDA,Moldova,NA,MD115,NA,NA,NA,NA,NA,NA,NA,CENTRAL,Regiunea Centru,NA,NA,Chișinău,NA,Municipiul Chișinău,MD115,ypccc,2/3/22,MD115,NA,NA,NA,0.539845748484082,0.4882837865392827
MD,MDA,Moldova,NA,MD114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gagauzia,NA,Unitatea Teritorială Autonomă Găgăuzia,MD-GAGAUZIA,ypccc,2/3/22,MD114,NA,0.5185037238642011,0.4522550182746928,0.539845748484082,0.4882837865392827
MG,MDG,Madagascar,MDG.1_1,MDG.1_1,Antananarivo,Tananarive,Antananarivo,Faritany Mizakatena,Autonomous Province,NA,MG.AV,NA,NA,NA,NA,Antananarivo,NA,Antananarivo,MG-T,iso3166-2,NA,NA,NA,0.5637107991691833,0.5847305055063915,0.48300916476191674,0.5222054732954345
MG,MDG,Madagascar,MDG.2_1,MDG.2_1,Antsiranana,Di√©go-Suarez|Antseranana,Antsiranana,Faritany Mizakatena,Autonomous Province,NA,MG.AS,NA,NA,NA,NA,Antsiranana,NA,Antsiranana,MG-D,iso3166-2,NA,NA,NA,0.48314822101186455,0.5178224381895596,0.48300916476191674,0.5222054732954345
MG,MDG,Madagascar,MDG.3_1,MDG.3_1,Fianarantsoa,NA,Fianarantsoa,Faritany Mizakatena,Autonomous Province,NA,MG.FI,NA,NA,NA,NA,Fianarantsoa,NA,Fianarantsoa,MG-F,iso3166-2,NA,NA,NA,0.5333344778074429,0.5907379369003584,0.48300916476191674,0.5222054732954345
MG,MDG,Madagascar,MDG.4_1,MDG.4_1,Mahajanga,Majunga,Mahajanga,Faritany Mizakatena,Autonomous Province,NA,MG.MA,NA,NA,NA,NA,Mahajanga,NA,Mahajanga,MG-M,iso3166-2,NA,NA,NA,0.4806082301536353,0.5051015982864585,0.48300916476191674,0.5222054732954345
MG,MDG,Madagascar,MDG.5_1,MDG.5_1,Toamasina,Tamatave,Toamasina,Faritany Mizakatena,Autonomous Province,NA,MG.TM,NA,NA,NA,NA,Toamasina,NA,Toamasina,MG-A,iso3166-2,NA,NA,NA,0.5348341791224738,0.5834889728885486,0.48300916476191674,0.5222054732954345
MG,MDG,Madagascar,MDG.6_1,MDG.6_1,Toliary,Toleary|Toliary|Tul√©ar,Toliary,Faritany Mizakatena,Autonomous Province,NA,MG.TL,NA,NA,NA,NA,Toliara,NA,Toliara,MG-U,iso3166-2,NA,NA,NA,0.5404015987308081,0.548084601672398,0.48300916476191674,0.5222054732954345
MK,MKD,North Macedonia,NA,MK002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eastern,NA,Источен регион,MK002,NA,NA,NA,NA,0.4997474920752253,0.6838986940993125,0.5029136966927646,0.5078564582033778
MK,MKD,North Macedonia,NA,MK007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northeastern,NA,Североисточен регион,MK007,NA,NA,NA,NA,0.5672188634016221,0.542948872730656,0.5029136966927646,0.5078564582033778
MK,MKD,North Macedonia,NA,MK005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pelagonia,NA,Пелагониски регион,MK005,NA,NA,NA,NA,0.5962647960190597,0.5841675985428744,0.5029136966927646,0.5078564582033778
MK,MKD,North Macedonia,NA,MK006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Polog,NA,Полошки регион,MK006,NA,NA,NA,NA,0.515635116594987,0.2874722013999067,0.5029136966927646,0.5078564582033778
MK,MKD,North Macedonia,NA,MK008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skopje,NA,Скопски регион,MK008,NA,NA,NA,NA,0.553736723512884,0.6444351090878332,0.5029136966927646,0.5078564582033778
MK,MKD,North Macedonia,NA,MK004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Southeastern,NA,Југоисточен регион,MK004,NA,NA,NA,NA,0.5885703211687046,0.5749105759727866,0.5029136966927646,0.5078564582033778
MK,MKD,North Macedonia,NA,MK003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Southwestern,NA,Југозападен регион,MK003,NA,NA,NA,NA,0.5011212557612028,0.48758877871465744,0.5029136966927646,0.5078564582033778
MK,MKD,North Macedonia,NA,MK001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vardar,NA,Вардарски регион,MK001,NA,NA,NA,NA,0.584384590289998,0.6221461818432654,0.5029136966927646,0.5078564582033778
ML,MLI,Mali,MLI.1_1,MLI.1_1,Bamako,NA,Bamako,District,District,NA,ML.BA,NA,NA,NA,NA,Bamako,NA,Bamako,ML-BKO,iso3166-2,NA,NA,NA,0.604885546197846,0.5364016441296011,0.5734129763905031,0.5842433474651789
ML,MLI,Mali,MLI.2_1,MLI.2_1,Gao,NA,Gao,R√©gion,Region,NA,ML.GA,NA,NA,NA,1,Gao,NA,Gao,ML-7,iso3166-2,NA,NA,NA,0.5944643728606519,0.6756155034645563,0.5734129763905031,0.5842433474651789
ML,MLI,Mali,MLI.3_1,MLI.3_1,Kayes,NA,Kayes,R√©gion,Region,NA,ML.KY,NA,NA,NA,NA,Kayes,NA,Kayes,ML-1,iso3166-2,NA,NA,NA,0.6409765422810246,0.6283952926258985,0.5734129763905031,0.5842433474651789
ML,MLI,Mali,MLI.4_1,MLI.4_1,Kidal,NA,Kidal,R√©gion,Region,NA,ML.KD,NA,NA,NA,NA,Kidal,NA,Kidal,ML-8,iso3166-2,NA,NA,NA,0.5467289935417092,0.6010464806604949,0.5734129763905031,0.5842433474651789
ML,MLI,Mali,MLI.5_1,MLI.5_1,Koulikoro,NA,Koulikoro,R√©gion,Region,NA,ML.KK,NA,NA,NA,NA,Koulikoro,NA,Koulikoro,ML-2,iso3166-2,NA,NA,NA,0.6518916332169059,0.5635783765660629,0.5734129763905031,0.5842433474651789
ML,MLI,Mali,NA,ML-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Ménaka,NA,Ménaka,ML-9,iso3166-2,NA,NA,NA,NA,NA,0.5734129763905031,0.5842433474651789
ML,MLI,Mali,MLI.6_1,MLI.6_1,Mopti,NA,Mopti,R√©gion,Region,NA,ML.MO,NA,NA,NA,NA,Mopti,NA,Mopti,ML-5,iso3166-2,NA,NA,NA,0.6041539340914264,0.6334760683138616,0.5734129763905031,0.5842433474651789
ML,MLI,Mali,MLI.7_1,MLI.7_1,S√©gou,Segou,S√©gou,R√©gion,Region,NA,ML.SG,NA,NA,NA,NA,Ségou,NA,Ségou,ML-4,iso3166-2,NA,NA,NA,0.527953350050068,0.6797422886280098,0.5734129763905031,0.5842433474651789
ML,MLI,Mali,MLI.8_1,MLI.8_1,Sikasso,NA,Sikasso,R√©gion,Region,NA,ML.SK,NA,NA,NA,NA,Sikasso,NA,Sikasso,ML-3,iso3166-2,NA,NA,NA,0.5972927061785581,0.6358415741815603,0.5734129763905031,0.5842433474651789
ML,MLI,Mali,NA,ML-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Taoudénit,NA,Taoudénit,ML-10,iso3166-2,NA,NA,NA,NA,NA,0.5734129763905031,0.5842433474651789
ML,MLI,Mali,MLI.9_1,MLI.9_1,Timbuktu,Timbouctou|Tombouctou|Timbuct¬ù|Timbuctu|Tombuktu|Tombuct√∫|Tomboucto,Timbuktu,R√©gion,Region,NA,ML.TB,NA,NA,NA,1,Tombouctou,NA,Tombouctou,ML-6,iso3166-2,NA,NA,NA,0.5965512616320995,0.6466320803747869,0.5734129763905031,0.5842433474651789
MN,MNG,Mongolia,MNG.1_1,MNG.1_1,Arhangay,Alahangai|Ara Hangay|Ara-Khangai|Archangaj|Arkhangai|North Hangay|North Khangai|Archangai,Arhangay,Aimag|aymag,Province,NA,MN.AR,NA,NA,NA,NA,Arhangay,NA,Архангай аймаг,MN-073,iso3166-2,NA,NA,NA,0.5277978721828405,0.4013534106640964,0.5485258029575368,0.4086538958903559
MN,MNG,Mongolia,MNG.2_1,MNG.2_1,Bayan-√ñlgiy,Bajan-√ñlgij|Bayan √ñl√∂gey|Bayan-Ulegei|Bayanulgee|Bayan-Ulgii|Bajan-Ulegei,Bayan-√ñlgiy,Aimag|aymag,Province,NA,MN.BO,NA,NA,NA,NA,Bayan-Ölgiy,NA,Баян-Өлгий аймаг,MN-071,iso3166-2,NA,NA,NA,0.5690532258153834,0.3996386758704222,0.5485258029575368,0.4086538958903559
MN,MNG,Mongolia,MNG.3_1,MNG.3_1,Bayanhongor,Bajan-Chongor|Bayan Khangor|Bayan Khongor,Bayanhongor,Aimag|aymag,Province,NA,MN.BH,NA,NA,NA,NA,Bayanhongor,NA,Баянхонгор аймаг,MN-069,iso3166-2,NA,NA,NA,0.5890305971963719,0.4176632205774699,0.5485258029575368,0.4086538958903559
MN,MNG,Mongolia,MNG.4_1,MNG.4_1,Bulgan,Bulagan,Bulgan,Aimag|aymag,Province,NA,MN.BU,NA,NA,NA,NA,Bulgan,NA,Булган аймаг,MN-067,iso3166-2,NA,NA,NA,0.5872047395868566,0.4827960366609962,0.5485258029575368,0.4086538958903559
MN,MNG,Mongolia,MNG.5_1,MNG.5_1,Darhan-Uul,Darchan|Darhan|Darkhan|Darkhan-Uul|Darchan-Uul,Darhan-Uul,Hot,Municipality,NA,MN.DA,NA,NA,NA,NA,Darhan uul,NA,Дархан-Уул аймаг,MN-037,iso3166-2,NA,NA,NA,0.5924373439130624,0.49863051752481274,0.5485258029575368,0.4086538958903559
MN,MNG,Mongolia,MNG.6_1,MNG.6_1,Dornod,Choibalsan|Choybalsan|Doronad|Doronod|Eastern,Dornod,Aimag|aymag,Province,NA,MN.DD,NA,NA,NA,NA,Dornod,NA,Дорнод аймаг,MN-061,iso3166-2,NA,NA,NA,0.5928368958524978,0.38383327420855906,0.5485258029575368,0.4086538958903559
MN,MNG,Mongolia,MNG.7_1,MNG.7_1,Dornogovi,Dornogobi|Dornogov'|Dorono Gobi|East Gobi|Dornogow'|Ostgobi|G¬¢bi Oriental,Dornogovi,Aimag|aymag,Province,NA,MN.DG,NA,NA,NA,NA,Dornogovĭ,NA,Дорноговь аймаг,MN-063,iso3166-2,NA,NA,NA,0.5568845641457818,0.4365222389109658,0.5485258029575368,0.4086538958903559
MN,MNG,Mongolia,MNG.8_1,MNG.8_1,Dundgovi,Central Gobi|Dunda Gobi|Dundgobi|Dundgov'|Middle Gobi|Dundgow'|Mittelgobi|G¬¢bi Central,Dundgovi,Aimag|aymag,Province,NA,MN.DU,NA,NA,NA,NA,Dundgovĭ,NA,Дундговь аймаг,MN-059,iso3166-2,NA,NA,NA,0.47516810099642004,0.35369809614555414,0.5485258029575368,0.4086538958903559
MN,MNG,Mongolia,MNG.9_1,MNG.9_1,Dzavhan,Dsawchan|Dzabhan|Dzabkhan|Dzavchan|Psapchyn|Zavhan|Zavkhan,Dzavhan,Aimag|aymag,Province,NA,MN.DZ,NA,NA,NA,NA,Dzavhan,NA,Завхан аймаг,MN-057,iso3166-2,NA,NA,NA,0.5883675285142489,0.42696700182839487,0.5485258029575368,0.4086538958903559
MN,MNG,Mongolia,MNG.10_1,MNG.10_1,Govi-Altay,Gobi-Altai|Gobi Altay|Gov'altaj|Gov'altay|Govyaltaj|Gow'altai,Govi-Altay,Aimag|aymag,Province,NA,MN.GA,NA,NA,NA,NA,Govĭ-Altay,NA,Говь-Алтай аймаг,MN-065,iso3166-2,NA,NA,NA,NA,NA,0.5485258029575368,0.4086538958903559
MN,MNG,Mongolia,MNG.11_1,MNG.11_1,Govis√ºmber,Gobisumber,Govis√ºmber,Hot,Municipality,NA,MN.GS,NA,NA,NA,NA,Govĭ-Sümber,NA,Говьсүмбэр аймаг,MN-064,iso3166-2,NA,NA,NA,NA,NA,0.5485258029575368,0.4086538958903559
MN,MNG,Mongolia,MNG.12_1,MNG.12_1,Hentiy,Chentii|Chentij|Hentey|Hentii|Kentai|Kentei|Khentei|Khenti,Hentiy,Aimag|aymag,Province,NA,MN.HN,NA,NA,NA,NA,Hentiy,NA,Хэнтий аймаг,MN-039,iso3166-2,NA,NA,NA,0.5707052108846936,0.44799820100502413,0.5485258029575368,0.4086538958903559
MN,MNG,Mongolia,MNG.13_1,MNG.13_1,Hovd,Chovd|Hobdo|Khobdo|Khovd|Kobdo|Chowd,Hovd,Aimag|aymag,Province,NA,MN.HD,NA,NA,NA,NA,Hovd,NA,Ховд аймаг,MN-043,iso3166-2,NA,NA,NA,0.5712221626522384,0.4449549122538403,0.5485258029575368,0.4086538958903559
MN,MNG,Mongolia,MNG.14_1,MNG.14_1,H√∂vsg√∂l,Ch√∂vsg√∂l|Chuwsgul|Hobsgol|H√∂bs√∂g√∂l|Hubsugul|Khubsugal|Khubsugud|Khubsugul|Kossogol,H√∂vsg√∂l,Aimag|aymag,Province,NA,MN.HG,NA,NA,NA,NA,Hövsgöl,NA,Хөвсгөл аймаг,MN-041,iso3166-2,NA,NA,NA,0.6051387026988388,0.4776737737274915,0.5485258029575368,0.4086538958903559
MN,MNG,Mongolia,MNG.15_1,MNG.15_1,√ñmn√∂govi,G√≥bi do Sul|√ñmn√∂gov'|√ñm√∂n√∂ Gobi|South Gobi|Umnu|√ñmn√∂gow'|S√ºdgobi,√ñmn√∂govi,Aimag|aymag,Province,NA,MN.OG,NA,NA,NA,NA,Ömnögovĭ,NA,Өмнөговь аймаг,MN-053,iso3166-2,NA,NA,NA,0.582828207475186,0.43862707512146054,0.5485258029575368,0.4086538958903559
MN,MNG,Mongolia,MNG.16_1,MNG.16_1,Orhon,Erdenet|Orkhon,Orhon,Hot,Municipality,NA,MN.ER,NA,NA,NA,NA,Orhon,NA,Орхон аймаг,MN-035,iso3166-2,NA,NA,NA,0.58989535457102,0.49300501655142465,0.5485258029575368,0.4086538958903559
MN,MNG,Mongolia,MNG.17_1,MNG.17_1,√ñv√∂rhangay,√ñb√∂r Hangay|√ñv√∂rchangaj|South Hangay|South Khangai|Ublhangai|Ubur-Khangai|Ovorkhangai|√ñw√∂rchangai|Uwurchangaj,√ñv√∂rhangay,Aimag|aymag,Province,NA,MN.OH,NA,NA,NA,NA,Övörhangay,NA,Өвөрхангай аймаг,MN-055,iso3166-2,NA,NA,NA,0.5962786515041322,0.46969590084257845,0.5485258029575368,0.4086538958903559
MN,MNG,Mongolia,MNG.18_1,MNG.18_1,Selenge,Selenga,Selenge,Aimag|aymag,Province,NA,MN.SL,NA,NA,NA,NA,Selenge,NA,Сэлэнгэ аймаг,MN-049,iso3166-2,NA,NA,NA,0.611226876388358,0.5017927409094441,0.5485258029575368,0.4086538958903559
MN,MNG,Mongolia,MNG.19_1,MNG.19_1,S√ºhbaatar,S√ºhe Baatar|Suhe-Bator|S√ºkhbaatar|Sukh-Batar|Sukhe-Bator|S√ºchbaatar,S√ºhbaatar,Aimag|aymag,Province,NA,MN.SB,NA,NA,NA,NA,Sühbaatar,NA,Сүхбаатар аймаг,MN-051,iso3166-2,NA,NA,NA,0.6111173979199305,0.5244528476553733,0.5485258029575368,0.4086538958903559
MN,MNG,Mongolia,MNG.20_1,MNG.20_1,T√∂v,Central|T√∂b|Tub|Tuvaimag|T√∂w|Tuw,T√∂v,Aimag|aymag,Province,NA,MN.TO,NA,NA,NA,NA,Töv,NA,Төв аймаг,MN-047,iso3166-2,NA,NA,NA,0.5691319284394911,0.4476619235886251,0.5485258029575368,0.4086538958903559
MN,MNG,Mongolia,MNG.21_1,MNG.21_1,Ulaanbaatar,Oulan-Bator|Ulan Bator|Ulan Bator Choto,Ulaanbaatar,Hot,Municipality,NA,MN.UB,NA,NA,NA,NA,Ulaanbaatar,NA,Улаанбаатар,MN-1,iso3166-2,NA,NA,NA,0.5905473886483231,0.49028740294354073,0.5485258029575368,0.4086538958903559
MN,MNG,Mongolia,MNG.22_1,MNG.22_1,Uvs,Ubs|Ubsa Nor|Ubsa Nur|Ubsu Hur|Upsanol|Uws,Uvs,Aimag|aymag,Province,NA,MN.UV,NA,NA,NA,NA,Uvs,NA,Увс аймаг,MN-046,iso3166-2,NA,NA,NA,0.5271837538596641,0.4324215011469956,0.5485258029575368,0.4086538958903559
MR,MRT,Mauritania,MRT.1_1,MRT.1_1,Adrar,NA,Adrar,Wilayat|R√©gion,Region,NA,MR.AD,NA,NA,NA,NA,Adrar,NA,ولاية آدرار,MR-07,iso3166-2,NA,NA,NA,0.609729682467305,0.4532644841047537,0.5224710980511961,0.298056848257018
MR,MRT,Mauritania,MRT.2_1,MRT.2_1,Assaba,A√ßaba|el-`A√ß√¢ba,Assaba,Wilayat|R√©gion,Region,NA,MR.AS,NA,NA,NA,NA,Assaba,NA,لعصابة,MR-03,iso3166-2,NA,NA,NA,0.5402642771747449,0.3620043246740884,0.5224710980511961,0.298056848257018
MR,MRT,Mauritania,MRT.3_1,MRT.3_1,Brakna,NA,Brakna,Wilayat|R√©gion,Region,NA,MR.BR,NA,NA,NA,NA,Brakna,NA,لبراكنة,MR-05,iso3166-2,NA,NA,NA,0.6615824364800039,0.39748797109855244,0.5224710980511961,0.298056848257018
MR,MRT,Mauritania,MRT.4_1,MRT.4_1,Dakhlet Nouadhibou,Dakhlet Nou√¢dhibou|Baie du L√©vrier|L√©vrier Bay,Dakhlet Nouadhibou,Wilayat|R√©gion,Region,NA,MR.DN,NA,NA,NA,NA,Dakhlet Nouâdhibou,NA,داخلة نواذيبو,MR-08,iso3166-2,NA,NA,NA,0.48913612925902866,0.34808568869839934,0.5224710980511961,0.298056848257018
MR,MRT,Mauritania,MRT.5_1,MRT.5_1,Gorgol,NA,Gorgol,Wilayat|R√©gion,Region,NA,MR.GO,NA,NA,NA,NA,Gorgol,NA,كوركول,MR-04,iso3166-2,NA,NA,NA,0.5801503498781918,0.3440063726375346,0.5224710980511961,0.298056848257018
MR,MRT,Mauritania,MRT.6_1,MRT.6_1,Guidimaka,Guidimagha|Guidimakha,Guidimaka,Wilayat|R√©gion,Region,NA,MR.GD,NA,NA,NA,NA,Guidimaka,NA,غيديماغا,MR-10,iso3166-2,NA,NA,NA,0.6022628123383689,0.46685926533345673,0.5224710980511961,0.298056848257018
MR,MRT,Mauritania,MRT.7_1,MRT.7_1,Hodh ech Chargui,Eastern Hodh|Hodh Charghi|Hodh Oriental,Hodh ech Chargui,Wilayat|R√©gion,Region,NA,MR.HC,NA,NA,NA,NA,Hodh ech Chargui,NA,الحوض الشرقي,MR-01,iso3166-2,NA,NA,NA,0.5523410089346887,0.35920991966114024,0.5224710980511961,0.298056848257018
MR,MRT,Mauritania,MRT.8_1,MRT.8_1,Hodh el Gharbi,Hodh Occidental|Western Hodh,Hodh el Gharbi,Wilayat|R√©gion,Region,NA,MR.HG,NA,NA,NA,NA,Hodh el Gharbi,NA,الحوض الغربي,MR-02,iso3166-2,NA,NA,NA,0.5025138253866896,0.2590773044638671,0.5224710980511961,0.298056848257018
MR,MRT,Mauritania,MRT.9_1,MRT.9_1,Inchiri,NA,Inchiri,Wilayat|R√©gion,Region,NA,MR.IN,NA,NA,NA,NA,Inchiri,NA,إينشيري,MR-12,iso3166-2,NA,NA,NA,0.5018058989508244,0.37838511726661195,0.5224710980511961,0.298056848257018
MR,MRT,Mauritania,MRT.10_1,MRT.10_1,Nouakchott,NA,Nouakchott,District,District,NA,MR.NO,A,Nouakchott,NA,1,Nuwākshūţ al Gharbīyah,Nouakchott Ouest,نواكشوط الغربية,MR-13,iso3166-2,NA,NA,NA,NA,NA,0.5224710980511961,0.298056848257018
MR,MRT,Mauritania,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,Nouakchott,NA,1,Nuwākshūţ al Janūbīyah,Nouakchott Sud,نواكشوط الجنوبية,MR-15,iso3166-2,NA,NA,NA,NA,NA,0.5224710980511961,0.298056848257018
MR,MRT,Mauritania,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,Nouakchott,NA,1,Nuwākshūţ ash Shamālīyah,Nouakchott Nord,نواكشوط الشمالية,MR-14,iso3166-2,NA,NA,NA,NA,NA,0.5224710980511961,0.298056848257018
MR,MRT,Mauritania,MRT.11_1,MRT.11_1,Tagant,NA,Tagant,Wilayat|R√©gion,Region,NA,MR.TG,NA,NA,NA,NA,Tagant,NA,تكانت,MR-09,iso3166-2,NA,NA,NA,0.5455020462319942,0.3587423291789079,0.5224710980511961,0.298056848257018
MR,MRT,Mauritania,MRT.12_1,MRT.12_1,Tiris Zemmour,NA,Tiris Zemmour,Wilayat|R√©gion,Region,NA,MR.TZ,NA,NA,NA,NA,Tiris Zemmour,NA,تيرس زمور,MR-11,iso3166-2,NA,NA,NA,0.5831107378641879,0.4132495449115604,0.5224710980511961,0.298056848257018
MR,MRT,Mauritania,MRT.13_1,MRT.13_1,Trarza,NA,Trarza,Wilayat|R√©gion,Region,NA,MR.TR,NA,NA,NA,NA,Trarza,NA,الترارزه,MR-06,iso3166-2,NA,NA,NA,0.5035726716136507,0.3239109995267382,0.5224710980511961,0.298056848257018
MU,MUS,Mauritius,MUS.1_1,MUS.1_1,Agalega Islands,√Æles Agal√©ga,Agalega Islands,Region,Region,NA,MU.AG,NA,NA,NA,NA,Agalega Islands,NA,Agalega Islands,MU-AG,iso3166-2,NA,NA,NA,NA,NA,0.5202186218734848,0.6342383289274806
MU,MUS,Mauritius,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,Plaines Wilhems,NA,NA,Beau Bassin-Rose Hill,NA,Beau Bassin-Rose Hill,MU-BR,iso3166-2,NA,NA,NA,NA,NA,0.5202186218734848,0.6342383289274806
MU,MUS,Mauritius,MUS.2_1,MUS.2_1,Black River,NA,Black River,District,District,NA,MU.BL,NA,NA,NA,NA,Black River,NA,Black River,MU-BL,iso3166-2,NA,NA,NA,0.580042114903738,0.6222204301861669,0.5202186218734848,0.6342383289274806
MU,MUS,Mauritius,MUS.11_1,MUS.11_1,Saint Brandon,Cargados Carajos),Saint Brandon,Region,Region,NA,MU.CC,NA,NA,NA,NA,Cargados Carajos Shoals,Saint Brandon Islands,Cargados Carajos Shoals,MU-CC,iso3166-2,NA,NA,NA,NA,NA,0.5202186218734848,0.6342383289274806
MU,MUS,Mauritius,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,Plaines Wilhems,NA,NA,Curepipe,NA,Curepipe,MU-CU,iso3166-2,NA,NA,NA,NA,NA,0.5202186218734848,0.6342383289274806
MU,MUS,Mauritius,MUS.3_1,MUS.3_1,Flacq,NA,Flacq,District,District,NA,MU.FL,NA,NA,NA,NA,Flacq,NA,Flacq,MU-FL,iso3166-2,NA,NA,NA,0.5224513885320934,0.6208548982263615,0.5202186218734848,0.6342383289274806
MU,MUS,Mauritius,MUS.4_1,MUS.4_1,Grand Port,NA,Grand Port,District,District,NA,MU.GP,NA,NA,NA,NA,Grand Port,NA,Grand Port,MU-GP,iso3166-2,NA,NA,NA,0.602472096128477,0.6884755760232473,0.5202186218734848,0.6342383289274806
MU,MUS,Mauritius,MUS.5_1,MUS.5_1,Moka,NA,Moka,District,District,NA,MU.MO,NA,NA,NA,NA,Moka,NA,Moka,MU-MO,iso3166-2,NA,NA,NA,0.5403093211737195,0.6308284931544182,0.5202186218734848,0.6342383289274806
MU,MUS,Mauritius,MUS.6_1,MUS.6_1,Pamplemousses,NA,Pamplemousses,District,District,NA,MU.PA,NA,NA,NA,NA,Pamplemousses,NA,Pamplemousses,MU-PA,iso3166-2,NA,NA,NA,0.4912077623566599,0.6818434972144083,0.5202186218734848,0.6342383289274806
MU,MUS,Mauritius,MUS.7_1,MUS.7_1,Plaines Wilhems,NA,Plaines Wilhems,District,District,NA,MU.PW,A,Plaines Wilhems,NA,NA,Plaines Wilhems,NA,Plaines Wilhems,MU-PW,iso3166-2,NA,NA,NA,NA,NA,0.5202186218734848,0.6342383289274806
MU,MUS,Mauritius,MUS.8_1,MUS.8_1,Port Louis,NA,Port Louis,District,District,NA,MU.PL,B,Port Louis,NA,NA,Port Louis,NA,Port Louis,MU-PU,iso3166-2,NA,NA,NA,NA,NA,0.5202186218734848,0.6342383289274806
MU,MUS,Mauritius,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,Port Louis,NA,NA,Port Louis,NA,Port Louis,MU-PL,iso3166-2,NA,NA,NA,NA,NA,0.5202186218734848,0.6342383289274806
MU,MUS,Mauritius,MUS.9_1,MUS.9_1,Rivi√®re du Rempart,NA,Rivi√®re du Rempart,District,District,NA,MU.RR,A,Plaines Wilhems,NA,NA,Rivière du Rempart,NA,Rivière du Rempart,MU-RR,iso3166-2,NA,NA,NA,NA,NA,0.5202186218734848,0.6342383289274806
MU,MUS,Mauritius,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,Plaines Wilhems,NA,NA,Quatre Bornes,NA,Quatre Bornes,MU-QB,iso3166-2,NA,NA,NA,NA,NA,0.5202186218734848,0.6342383289274806
